company-externalId,company-name,company-owner,company-locationName,company-Address,company-phone,company-phone2,company-website,company-locationCity,company-locationState,company-locationZipCode,company-locationCountry,company-locationDistrict,company-Note
251,SAGIR,jean-francois.sauve@dempton.com,"Québec, ","Québec, ",(418) 643-6080,,,Québec,,,,,"Company Status: Active
Sic: A
Pipeline Status: 1: New Lead
"
252,TQS,jean-francois.sauve@dempton.com,,,(514) 390-6100,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
260,CIUSSS-EST ILE DE MONTRÉAL,olivia.boschi@dempton.com,"1560 rue Sherbrooke est, Montréal, QC, H2L 4M1","1560 rue Sherbrooke est, Montréal, QC, H2L 4M1",(514) 597-2058,,http://www.santemontreal.qc.ca,Montréal,QC,H2L 4M1,CA,,"Company Status: Active
Sic: A
Pipeline Status: 2: Visited
Description: (MarieJosee - 9/21/2017 11:12 AM)
Changement d'adresse.

ASSS

Horaire:  L'horaire que vous précisez correspond à l'horaire du personnel de l'Agence (7h)  et non à l'horaire des consultants qui est différent."
261,Rotalec,jean-francois.sauve@dempton.com,,,(514) 341-3685,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
265,Victrix,jean-francois.sauve@dempton.com,,,(514) 879-1919,,,,,,,,"Company Status: Active
Sic: C
Pipeline Status: 2: Visited
"
266,Vortex,jennifer.anderson@dempton.com,"5763 boul. St-Laurent, QC, H2T 1S9 ","5763 boul. St-Laurent, QC, H2T 1S9 ","(514) 278-7575 ",,,,QC,"H2T 1S9 ",,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
253,2-Desjardins Groupe Assurances Générales,jean-francois.sauve@dempton.com,,,(888) 233-2473,,,,,,,,"Company Status: Active

Pipeline Status: 1: New Lead
"
254,3-Groupe Canam,jean-francois.sauve@dempton.com,,,(450) 641-4000,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 0: Inactive
"
255,Ville de Laval,jean-francois.sauve@dempton.com,"1, Place du Souvenir, Laval, QC, H7V 3Z4","1, Place du Souvenir, Laval, QC, H7V 3Z4",(450) 978-6888,(450) 978-8000,,Laval,QC,H7V 3Z4,,,"Company Status: Active
Sic: A
Pipeline Status: 1: New Lead
Description: (JeanFranS - 2/4/2016 7:20 PM)

Modules Oracle EBS en place : 
Gestion financière (Grand-livre, Comptes payables, Comptes recevables, Coûts
de projets, Actifs immobilisés, Dépenses en ligne)
? Chaîne d’approvisionnement (Achats, Gestion des commandes, Gestion de
l’inventaire, Base installée)
? Capital humain (Ressources humaines, Recrutement en ligne, Paie)
? Gestion relations clients (Télé service)
? Entretien des actifs (Gestion de l’entretien des actifs financiers)

à mettre en place : Gestion de projet et gestion de portefeuille"
257,Office Municipal d'Habitation de Montréal (OMHM),jean-francois.sauve@dempton.com,,,(514) 872-6442,,,,,,,,"Company Status: Active

Pipeline Status: 1: New Lead
"
258,Les Aliments Ultima (Yoplait),jean-francois.sauve@dempton.com,,,"(450) 651-3774 ",,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
259,Galaxia,jean-francois.sauve@dempton.com,,,(514) 285-2175,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
267,Ville de Longueuil,jean-francois.sauve@dempton.com,"Longueuil, ","Longueuil, ",(450) 463-7100,,,Longueuil,,,,,"Company Status: Active
Sic: A
Pipeline Status: 1: New Lead
Description: La Ville de Longueuil demande des soumissions pour : SERVICES PROFESSIONNELS EN TECHNOLOGIE DE L'INFORMATION POUR : CHARGÉ DE PROJET, CONTRÔLEUR ET
ANALYSTE INTÉGRATEUR.

Ouverture :  Le mercredi 11 août 2010

Ne sont considérées que les soumissions préparées sur les formulaires fournis par la Ville de Longueuil.

On peut obtenir lesdits formulaires de même que les documents d'appel d'offres (plans, devis, etc.) à compter du vendredi 2 juillet 2010 durant les heures de bureau, soit du lundi au vendredi, sauf les jours fériés, de 8 h 30 à 12 h et de 13 h 15 à 16 h 30, en s'adressant au Service des approvisionnements situé à l’hôtel de ville de Longueuil, au 4250, chemin de la
Savane, niveau 200, Longueuil (Québec), téléphone : 450 463-7004, option # 3, moyennant un dépôt non remboursable de 200 $ (taxes incluses) pour chaque exemplaire complet; ce paiement doit être effectué en ARGENT COMPTANT, PAIEMENT DIRECT, CHÈQUE VISÉ, TRAITE BANCAIRE OU MANDAT-POSTE.

VEUILLEZ PRENDRE NOTE QUE NOS BUREAUX SERONT FERMÉS LE JEUDI 1er JUILLET 2010 AINSI QU’À PARTIR DE 12 H TOUS LES VENDREDIS DU 25 JUIN 2010 AU 3 SEPTEMBRE 2010 INCLUSIVEMENT.

Afin d’avoir l’information pertinente lors de l’Émission d’un addenda, À l’achat ou collecte des documents de cet appel d’offres, tous les soumissionnaires sont responsables de fournir la carte d’affaires ainsi que les coordonnÉes du responsable du projet incluant son adresse courriel.

Chaque soumission doit être déposée au comptoir multiservice de la Ville de Longueuil, d'ici le mercredi 11 août 2010  à 11 h (horodatée au comptoir multiservice), dans l'enveloppe préadressée fournie à cette fin. Le soumissionnaire doit obligatoirement inclure le bordereau de prix dans l’enveloppe fournie à cette fin, scellée et identifiée au nom de son entreprise. Cette dernière doit être insérée dans l’enveloppe de retour.

Toute soumission, pour être valide, devra être accompagnée d'une garantie de soumission sous forme de cautionnement de soumission au montant de cinquante mille dollars (50 000 $), valide pour une durée de quatre-vingt-dix (90) jours.  La garantie de soumission doit être accompagnée d’une lettre d'intention d'une compagnie d'assurance s’engageant à fournir un cautionnement d'exécution des travaux équivalant  à cinquante mille dollars (50 000 $), valide pour une durée de quatre-vingt-dix (90) jours. Ces documents devront être des originaux certifiés.

Seul le nom des soumissionnaires ayant présenté une soumission sera mentionné publiquement à la clôture des soumissions à 11 h le mercredi 11 août 2010 à la salle 101, niveau 100 de l'hôtel de ville de Longueuil.

L'analyse des soumissions est faite à l'aide du système d'évaluation prévu au présent document d'appel d'offres. Pour être retenue, une soumission doit obtenir un minimum de soixante-dix (70) points dans l'évaluation qualitative.

Les enveloppes contenant le bordereau des prix des soumissions retenues sont ouvertes par le comité d'évaluation. Les enveloppes de prix des soumissionnaires non retenus leur seront retournées sans avoir été ouvertes.

L'octroi du contrat se fera à la firme dont la soumission aura obtenu le meilleur pointage final.

Le conseil ne s'engage à accepter ni la meilleure ni aucune des soumissions reçues, sans encourir aucune obligation ni aucuns frais d'aucune sorte envers le ou les soumissionnaires.  La Ville peut, s'il est avantageux pour elle de le faire, passer outre à tout défaut de conformité de la soumission si ce défaut ne brise pas la règle de l'égalité entre les soumissionnaires et elle n'est pas tenue de motiver l'acceptation ou le rejet de toute soumission.

Pour tout renseignement supplémentaire concernant cette soumission, veuillez communiquer avec monsieur Luis Fernandez, acheteur au Service des approvisionnements, au numéro 450 463-7100, poste 2937 ou par courriel à l’adresse suivante : luis.fernandez@ville.longueuil.qc.ca.

Donné à Longueuil, le mercredi 30 juin 2010.

Lise Nicol

Chef du Service des approvisionnements

Ville de Longueuil"
268,Curateur public,jean-francois.sauve@dempton.com,,,"(866) 292-6288 ",,,,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
269,Aptalis Pharma,jean-francois.sauve@dempton.com,,,(450) 467-2600 poste 2000,,http://www.axcan.com/,,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
272,Aon,jean-francois.sauve@dempton.com,,,(514) 845.6231,,http://www.aon.com/canada/fr/,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
273,Belron,jean-francois.sauve@dempton.com,"8288 Boul Pie-IX, Montréal, QC,  H1Z 3T6","8288 Boul Pie-IX, Montréal, QC,  H1Z 3T6",(514) 593-7000,,http://belron.ca,Montréal,QC," H1Z 3T6",CA,Montreal,"Company Status: Active
Sic: D
Pipeline Status: 3: Sendouts
Description: equipe d' OFFICE  365


Projet Pan Canadien 2013-14 Implantation de la solution SKY de FieldOne (Field Service Management) + portion mobile et du CRM de Microsoft Dynamics.
12 portails web b2b pour permettre aubanière de commander les vitres
Intégration Scribe? non défini
Implantation de MS Dynamics SharePoint, AX et BI


"
275,Desjardins Securities,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active

Pipeline Status: 1: New Lead
"
277,2-Metro,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active

Pipeline Status: 1: New Lead
"
278,Touchtunes,jean-francois.sauve@dempton.com,"400 Ste. Croix Avenue, Suite 200E, St-Laurent, ","400 Ste. Croix Avenue, Suite 200E, St-Laurent, ",(514) 762.6244,,http://touchtunes.com/fr,St-Laurent,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
279,Alogient,jean-francois.sauve@dempton.com,"1121, rue Sainte-Catherine Ouest, Mtl, ","1121, rue Sainte-Catherine Ouest, Mtl, ","(514) 284.1100 ",,http://www.alogient.com/,Mtl,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
283,BLC - Banque Laurentienne,jean-francois.sauve@dempton.com,"1981, ave McGill College, #1660 , Montréal, QC, ","1981, ave McGill College, #1660 , Montréal, QC, ",(514) 284-4500,,https://www.banquelaurentienne.ca/fr/services_particuliers/index.,Montréal,QC,,,Montreal,"Company Status: Active
Sic: A
Pipeline Status: 3: Done transactions with
"
288,PSP Investments,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active

Pipeline Status: 1: New Lead
"
289,Deltek,jean-francois.sauve@dempton.com,"USA, ","USA, ","(800) 456.2009 ",,http://www.deltek.com/,USA,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
290,TD Insurance,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active

Pipeline Status: 1: New Lead
"
256,Les Ambulances Demers,jean-francois.sauve@dempton.com,,,(450) 467-4191,,,,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
292,"GFI ",jean-francois.sauve@dempton.com,"75, rue Queen, bureau 6100, Mtl, ","75, rue Queen, bureau 6100, Mtl, ",(514) 288-7161,,http://www.gfisolutions.com/fr/nos-services-et-produits/,Mtl,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
294,Fujitsu America,jean-francois.sauve@dempton.com,"1000 Sherbrooke Street West, Suite 1400, Mtl, ","1000 Sherbrooke Street West, Suite 1400, Mtl, ",(514) 877-3301,,http://www.fujitsu.com/global/,Mtl,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
295,McKesson Canada,jean-francois.sauve@dempton.com,"4705, rue Dobrin, Ville St-Laurent, QC, H4R 2P7","4705, rue Dobrin, Ville St-Laurent, QC, H4R 2P7",(800) 782.1334,(514) 745 2100,http://www.mckesson.com/en_us/McKesson.com/,Ville St-Laurent,QC,H4R 2P7,,,"Company Status: Active
Sic: C
Pipeline Status: 5: Client
Description: (KenL - 10/7/2014 3:17 PM)



Environnement techniques:

Expérience avec le langage SQL et SGBD 
Expérience avec les technologies Web / Internet (XML) 
Expérience avec les technologies d’affaires électroniques (RVA, TIBCO Business Connect) 
Connaissance étendue des technologies intergicielles 
Messagerie (TIBCO EMS 
, IBM 
Websphere MQ) 
Serveurs d’application Web et Portails (IBM Websphere AS, Apache Tomcat) 
Portails de sécurité (Entrust GetAccess, Services CA/RA) 
Application d’intégration (adaptateurs. Gestion des transferts de fichiers) 
Engins de processus (TIBCO Business Works) 
Portails (Liferay) 
Expérience avec divers outils de développement (JIRA/Confluence, HP ALM, Subversion, VSS, Rational, TIBCO Designer) 
Expérience avec divers langages de programmation/scripts (Perl, awk, sed, ksh) 
Expérience avec les systèmes d’exploitation, utilitaires et composantes matérielles (Linux Redhat, IBM 
AIX, Microsoft Windows Servers) 
Connaissance étendue du réseautage, des communications et outils (TCP 
/UDP, FTP, HTTP, Proxy, SSL, SSH) 
"
297,Transcontinental Média,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active

Pipeline Status: 1: New Lead
"
304,Groupe Conseil OSI,jean-francois.sauve@dempton.com,,,(514) 847-1080,,,,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
310,IMS,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
313,EA Mobile,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
312,Emergis Inc,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
316,Intertrade,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
314,Fjord Interactive,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
315,Technologia,jean-francois.sauve@dempton.com,,,(514) 380-0380,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
369,Abbott Lab,isabelle.villeneuve@dempton.com,,,(514) 832-7000,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
370,Evolutra,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
371,Aptilon,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
372,Revenu Québec,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
373,Boeing,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
374,Ville de Québec,isabelle.villeneuve@dempton.com,"Québec, ","Québec, ",,,,Québec,,,,,"Company Status: Active
Sic: A
Pipeline Status: 1: New Lead
"
375,Banque Scotia,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
376,Amdocs,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
377,Novartis,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
378,Cognos,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
379,Odesia,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
380,Technologies NTER,jennifer.doredallas@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
381,CDMV,jennifer.doredallas@dempton.com,"St-Hyacinthe, ","St-Hyacinthe, ",,,,St-Hyacinthe,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
Description: 2999, boul. Choquette, P.O. Box 608
 St. Hyacinthe (Quebec) J2S 7C2"
382,Optimum Assurances,jennifer.doredallas@dempton.com,"425 Maisonneuve O. Bur.1610, Qc, ","425 Maisonneuve O. Bur.1610, Qc, ",,,,,Qc,,,,"Company Status: Active
Sic: B
Pipeline Status: 2: Visited
"
383,Atvent Solutions,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
385,BMO,isabelle.villeneuve@dempton.com,"Toronto, ON, ","Toronto, ON, ",,,,Toronto,ON,,,,"Company Status: Active
Sic: D
Pipeline Status: 5: Client
"
386,Axon,isabelle.villeneuve@dempton.com,"Montréal, ","Montréal, ",(514) 286 9366,,,Montréal,,,,,"Company Status: Active
Sic: B
Pipeline Status: 1: New Lead
"
387,TechSolCom,isabelle.villeneuve@dempton.com,,,(514)  392-9997,,,,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
388,Bell Technical Solutions,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
389,Nexio Technologies,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
390,Cofomo,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
391,SAAQ,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
392,Source Evolution,jennifer.doredallas@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
394,Commission de la construction du Québec,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
395,Desjardins Sécurité Financière,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
396,"Quincaillerie Richelieu ",jean-francois.sauve@dempton.com,"7900, boulevard Henri-Bourassa O, Suite 200, Ville St-Laurent, Qc, H4S 1V4","7900, boulevard Henri-Bourassa O, Suite 200, Ville St-Laurent, Qc, H4S 1V4",(514) 832-4010,,,Ville St-Laurent,Qc,H4S 1V4,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
Description: 1300 usagers, dont 300 à Ville St-Laurent.  
Équipe de 4 techniciens au helpdesk.
Directeur TI : Richard marcil
Team lead : Philippe Auger"
397,Ministère des Transports du Québec,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
444,Université Concordia,jennifer.doredallas@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
445,Société Générale,kenza.janati@dempton.com,"1501  mcguill college suite 800, montreal, qc, h3a3m8","1501  mcguill college suite 800, montreal, qc, h3a3m8",(514) 841 6000,,,montreal,qc,h3a3m8,CA,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
446,iamgold corporation,kenza.janati@dempton.com,"1111 rue saint charles o, longueuil, qc, j4k 5g4","1111 rue saint charles o, longueuil, qc, j4k 5g4",(450) 677 0040,,,longueuil,qc,j4k 5g4,CA,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
447,medisys,kenza.janati@dempton.com,"500 sherbrook ouest, montreal, qc, ","500 sherbrook ouest, montreal, qc, ",(514) 845 1211,,,montreal,qc,,CA,,"Company Status: Active
Sic: D
Pipeline Status: 2: Visited
Description: crm microsoft"
448,HEC,jennifer.doredallas@dempton.com,"5255, Decelles, bur. 6.205, Montréal, QC, H3T1V6","5255, Decelles, bur. 6.205, Montréal, QC, H3T1V6",(514) 340 6000,,,Montréal,QC,H3T1V6,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
Description: 
(JeanFranS - 5/13/2013 2:41 PM)

o	HCM – Paie et Ressources Humaines incluant bénéfices de base
o	CS – Admission, Aide Financière, Gestion financière des étudiants, Dossier étudiants, Inscription, Recrutement, Communautés sur le campus, Organisations externes et Vérification des diplômes.


equipe de Lyne Boivin
25 personnes
Peopl soft // Fianance / HR / Gestion académique
Web // Site Hec.ca / site etudiant tout sur JAVA et CMS"
449,Pfizer,jennifer.doredallas@dempton.com,,,(514) 744 6771,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
450,woozworld,kenza.janati@dempton.com,"4398 blvrd st laurent suite 204, montreal, qc, h2w 1z5","4398 blvrd st laurent suite 204, montreal, qc, h2w 1z5",(514) 281  8999,,,montreal,qc,h2w 1z5,CA,,"Company Status: Active
Sic: D
Pipeline Status: 4: Established relation
Description: Woozworld Inc.
4398 Saint-Laurent blvd, suite 204
Montreal QC H2W 1Z5
CANADA
Phone: 514 281-8999
Fax: 514 281-5557
contact@woozworld.com

"
451,Softchoice,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
452,SEMAFO,jennifer.anderson@dempton.com,"750 Marcel-Laurin Boulevard , Saint-Laurent, Qc, H4M 2M4","750 Marcel-Laurin Boulevard , Saint-Laurent, Qc, H4M 2M4",(514) 744-4408,,,Saint-Laurent,Qc,H4M 2M4,,Montreal,"Company Status: Active
Sic: C
Pipeline Status: 2: Visited
Description: 514-744-4408
"
453,gasco goodhue st gersmain LLP,kenza.janati@dempton.com,"1080 Côte du Beaver Hall  suite 2100, ","1080 Côte du Beaver Hall  suite 2100, ",(514) 397 0066,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
Description: constitué de quinze avocats + staff  

Bien connu et respecté à travers l’industrie de l’assurance, le cabinet, en plus de sa vaste pratique générale en assurance, possède des équipes spécialisées en couverture d’assurance, recours collectifs, responsabilité civile générale, responsabilité professionnelle,"
454,LVMH - Guerlain Canada,kenza.janati@dempton.com,"1350 av greene, montreal, qc, H3Z 2B1","1350 av greene, montreal, qc, H3Z 2B1",(514) 933-6114,,,montreal,qc,H3Z 2B1,CA,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
455,viralninjas,kenza.janati@dempton.com,"1010 rue de sérigny suite 325, longueuil, qc, J4K 5G7","1010 rue de sérigny suite 325, longueuil, qc, J4K 5G7","(514) 287.9336 ",,,longueuil,qc,J4K 5G7,CA,Montreal,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
456,(no company name),jennifer.doredallas@dempton.com,,,,,,,,,,,"Company Status: Active

Pipeline Status: 1: New Lead
"
457,Gameloft,jennifer.doredallas@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
458,2-Taleo,jennifer.doredallas@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
459,Intelerad,kenza.janati@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
460,CIGM,jean-francois.sauve@dempton.com,"Ile-des-Soeurs, ","Ile-des-Soeurs, ",,,,Ile-des-Soeurs,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
Description: Chambre Immobilière du Grand Montréal"
461,Industrielle Alliance,jennifer.doredallas@dempton.com,"1080, Grande Allée Ouest, Québec, G1K 7M3","1080, Grande Allée Ouest, Québec, G1K 7M3",,,,Québec,,G1K 7M3,CA,Quebec,"Company Status: Active
Sic: C
Pipeline Status: 4: Established relation
Description: (MarieJosee - 10/6/2016 10:56 AM)

***IMPORTANT ***
 
Dans le but d’améliorer notre processus et vous assurer d’un meilleur suivi, veuillez bien vouloir suivre les instructions suivantes :
 
•         Faire parvenir toutes vos candidatures, demande d’informations et entente contractuelle (le cas échéant ) en lien avec cette demande à l’adresse suivante :  CONSULTANTS-AFF-CORPO@ia.ca
•         Faire parvenir une seule proposition de candidature par courriel
•         Pour chaque envoi, un bref résumé permettant de faire correspondre les expériences du candidat avec les exigences demandées.
•         Pour chaque envoi de candidature, bien vouloir utiliser dans l’objet ? le titre du poste recherché, le nom du candidat, sa date de disponibilité et son taux
 
Pour toute  information supplémentaire, n’hésitez pas à contacter Joyce Dubé : Joyce.Dube@ia.ca
 
Merci,
Industrielle Alliance, 
Assurance et services financiers inc.
1080, Grande Allée Ouest
Québec (Québec) G1K 7M3

 


Grande équipe Oracle EBS - 60 ressources selon Guy Philion
4300 employés
"
462,Peerless clothing,jean-francois.sauve@dempton.com,"8888 Pie IX  Montréal,, Montreal, QC,  H1Z 3V1","8888 Pie IX  Montréal,, Montreal, QC,  H1Z 3V1",(514) 593.9300,,,Montreal,QC," H1Z 3V1",,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
Description: (Jennifer - 2017-06-22 2:01 PM)
jennifer confirme que l environnement n est pas mature, desorganise, sans gouvernance
jennifer confirme que l integration se fait principalement de point a point
beaucoup EDI
systeme de prise de commande inconnu


"
463,Mediagrif,jean-francois.sauve@dempton.com,"Longueuil, QC, ","Longueuil, QC, ",,,,Longueuil,QC,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
464,Manulife,jean-francois.sauve@dempton.com,"200 Bloor Street East, Toronto, ON, M4W 1E5","200 Bloor Street East, Toronto, ON, M4W 1E5",(416) 926-3000,,,Toronto,ON,M4W 1E5,CA,,"Parent Company: Manulife
Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
465,Atrium Innovations,jean-francois.sauve@dempton.com,"Québec, ","Québec, ",,,,Québec,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
944,MESI,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active

Pipeline Status: 1: New Lead
Description: Ministère de l'Économie, de la Science et de l'innovation"
467,Brookfield,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
881,Logient,jean-francois.sauve@dempton.com,"1121 Ste-Catherine O., Montréal, Qc, H3B 1J5","1121 Ste-Catherine O., Montréal, Qc, H3B 1J5",(514) 284-1100,,,Montréal,Qc,H3B 1J5,,,"Company Status: Active

Pipeline Status: 1: New Lead
"
468,SQ,jennifer.doredallas@dempton.com,"655, rue Parthenais, Montréal, QC, H2K 3S7","655, rue Parthenais, Montréal, QC, H2K 3S7",(514)  590-5125,,,Montréal,QC,H2K 3S7,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
Description: (JenniferDD - 2012-02-01 12:56 PM)


"
469,Kaycan,jean-francois.sauve@dempton.com,"Montreal, QC, ","Montreal, QC, ",,,,Montreal,QC,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
470,paccar,jean-francois.sauve@dempton.com,,,"(450) 435-6171 ",,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
Description: (450) 
"
471,Ministère des ress nat et de la faune,jennifer.doredallas@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
472,La Capitale Assurances Générales,jean-francois.sauve@dempton.com,"625, rue Saint-Amable, Québec, Qc, G1R 2G5","625, rue Saint-Amable, Québec, Qc, G1R 2G5",(418) 643-3884,,,Québec,Qc,G1R 2G5,,,"Company Status: Active
Sic: A
Pipeline Status: 1: New Lead
Description: 418-643-3884"
473,Tigre Géant,jean-francois.sauve@dempton.com,"Ottawa, ","Ottawa, ",,,,Ottawa,,,,,"Company Status: Active
Sic: B
Pipeline Status: 1: New Lead
"
474,Liz Claiborne,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
479,Lise Watier,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
480,Lassonde,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
481,2-CREPUQ,jean-francois.sauve@dempton.com,"500 Sherbrooke O., Montréal, QC, H3A 3C6","500 Sherbrooke O., Montréal, QC, H3A 3C6",(514) 288-8524,(514) 288-0554,,Montréal,QC,H3A 3C6,CA,Montreal,"Company Status: Active
Sic: D
Pipeline Status: 3: Sendouts
Description: (Admin - 2/28/2013 3:40 PM)

La Conférence des recteurs et des principaux des universités du Québec (CREPUQ) est un organisme privé qui regroupe, sur une base volontaire, tous les établissements universitaires québécois. Fondée en 1963, la CREPUQ a été constituée en société à but non lucratif en 1967 ; elle est dotée d’un secrétariat permanent depuis janvier 1968. Les cotisations annuelles de ses membres constituent l’essentiel de son financement. La CREPUQ est la porte-parole de l’ensemble des établissements universitaires québécois et un interlocuteur privilégié du gouvernement pour toutes les questions se rapportant à la vie universitaire. Ses interventions portent entre autres sur l’enseignement et la recherche, le financement, l’harmonisation avec l’ordre collégial et sur les nombreux projets de loi ayant des incidences sur les activités universitaires. 


Organigramme : http://www.crepuq.qc.ca/Organigramme/Organigramme_personnel_CREPUQ.pdf

"
